<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSLA.US,60,20220505,200000,293.967,296.167,290.94,291.94,4728990,0
TSLA.US,60,20220505,210000,291.877,293.92,290.403,291.308,4217697,0
TSLA.US,60,20220505,220000,291.247,291.757,285.9,291.093,11605125,0
TSLA.US,60,20220506,160000,295.667,295.827,281.035,284.66,6005379,0
TSLA.US,60,20220506,170000,284.66,295.397,283.667,294.13,7164012,0
TSLA.US,60,20220506,180000,294.237,295.963,290.087,290.35,5239257,0
TSLA.US,60,20220506,190000,290.337,293.983,289.467,292.65,3390603,0
TSLA.US,60,20220506,200000,292.602,293,287.04,287.39,2783760,0
TSLA.US,60,20220506,210000,287.133,289.21,285.53,286.795,3395463,0
TSLA.US,60,20220506,220000,286.907,290.333,285.527,288.55,5896077,0
TSLA.US,60,20220509,160000,278.817,281.877,274.003,278.058,6367548,0
TSLA.US,60,20220509,170000,278.233,279.133,268.397,268.513,8503713,0
TSLA.US,60,20220509,180000,268.52,272.62,265.78,271.677,8109957,0
TSLA.US,60,20220509,190000,271.667,274.41,269,269.32,4690119,0
TSLA.US,60,20220509,200000,269.32,270.23,267.137,268.148,3322779,0
TSLA.US,60,20220509,210000,268.073,268.667,264.883,267.38,4913835,0
TSLA.US,60,20220509,220000,267.483,269.107,260.383,262.45,10351116,0
TSLA.US,60,20220510,160000,273.103,275.12,264.705,269.953,7675671,0
TSLA.US,60,20220510,170000,269.879,274.597,262.433,263.478,8460471,0
TSLA.US,60,20220510,180000,263.367,264.787,258.083,262.567,7353009,0
TSLA.US,60,20220510,190000,262.797,265.856,260.767,262.234,4412943,0
TSLA.US,60,20220510,200000,262.06,272.49,261.583,271.593,5812740,0
TSLA.US,60,20220510,210000,271.617,271.887,266.703,268.383,4281735,0
TSLA.US,60,20220510,220000,268.507,270.22,263.667,266.68,7409934,0
TSLA.US,60,20220511,160000,265,269.923,256.015,263.933,6158370,0
TSLA.US,60,20220511,170000,264.587,268.158,260.97,261.718,6488103,0
TSLA.US,60,20220511,180000,261.788,263.843,258.667,260.583,4985430,0
TSLA.US,60,20220511,190000,260.457,261.427,253.86,254.565,5299188,0
TSLA.US,60,20220511,200000,254.506,254.753,246.8,247.25,7465161,0
TSLA.US,60,20220511,210000,247.192,251.747,246.947,247.799,5900184,0
TSLA.US,60,20220511,220000,247.587,247.988,242.4,244.667,11514255,0
TSLA.US,60,20220512,160000,233.667,239.833,226.667,233.847,15545253,0
TSLA.US,60,20220512,170000,233.79,252.937,230.04,251.8,16391688,0
TSLA.US,60,20220512,180000,251.867,253.22,240.527,240.988,11559126,0
TSLA.US,60,20220512,190000,240.958,246.368,237.077,242.997,10096533,0
TSLA.US,60,20220512,200000,243.07,244.467,235.17,237.533,6401253,0
TSLA.US,60,20220512,210000,237.518,239.5,235.863,237.337,5797413,0
TSLA.US,60,20220512,220000,237.367,243.733,235.69,242.667,10478319,0
TSLA.US,60,20220513,160000,257.827,258.493,250.522,255.512,10586547,0
TSLA.US,60,20220513,170000,255.75,258.779,253.397,256.183,9371532,0
TSLA.US,60,20220513,180000,256.127,257.26,254.69,256.492,5690655,0
TSLA.US,60,20220513,190000,256.6,262.45,256.205,259.756,7451010,0
TSLA.US,60,20220513,200000,259.748,260.709,254.963,256.368,4157535,0
TSLA.US,60,20220513,210000,256.304,256.46,252.73,256.297,6118065,0
TSLA.US,60,20220513,220000,256.272,258.477,254.107,256.53,8807160,0
TSLA.US,60,20220516,160000,255.72,256.343,248.333,250.89,6711690,0
TSLA.US,60,20220516,170000,250.973,256.587,244.539,244.72,10436901,0
TSLA.US,60,20220516,180000,244.63,248.293,244,247.7,8083263,0
TSLA.US,60,20220516,190000,247.813,248.623,242.703,243.252,5302962,0
TSLA.US,60,20220516,200000,243.1,245.553,239.696,243.122,7169355,0
TSLA.US,60,20220516,210000,243.137,247.017,241.897,245.557,6313068,0
TSLA.US,60,20220516,220000,245.627,245.643,239.707,241.457,8025759,0
TSLA.US,60,20220517,160000,249.12,252.957,247.8,248.803,7987116,0
TSLA.US,60,20220517,170000,249,251.147,242.95,244.258,7164759,0
TSLA.US,60,20220517,180000,244.258,252.577,243.713,251.717,7820697,0
TSLA.US,60,20220517,190000,251.737,253.26,248.833,249.007,5260236,0
TSLA.US,60,20220517,200000,248.992,253.547,248.587,251.683,4083144,0
TSLA.US,60,20220517,210000,251.683,254.827,248.273,251.038,6586548,0
TSLA.US,60,20220517,220000,251.003,254.16,250.89,253.87,7182402,0
TSLA.US,60,20220518,160000,248.173,250.983,246.17,249.787,6080322,0
TSLA.US,60,20220518,170000,249.577,253.5,248.38,250.76,7509744,0
TSLA.US,60,20220518,180000,250.761,250.761,242.55,242.78,5677101,0
TSLA.US,60,20220518,190000,242.833,243.147,237.43,240.248,7998729,0
TSLA.US,60,20220518,200000,240.239,240.294,234.033,235.16,6715065,0
TSLA.US,60,20220518,210000,235.153,236.48,233.603,234.947,6423696,0
TSLA.US,60,20220518,220000,234.877,238.227,234.343,236.663,8384775,0
TSLA.US,60,20220519,160000,235.667,238.598,231.37,234.667,9304365,0
TSLA.US,60,20220519,170000,234.599,239.543,233.51,238.728,9677358,0
TSLA.US,60,20220519,180000,238.728,244.667,237.033,242.667,8780826,0
TSLA.US,60,20220519,190000,242.77,243.544,236.703,238.293,5433495,0
TSLA.US,60,20220519,200000,238.167,240,234.786,239,5693955,0
TSLA.US,60,20220519,210000,239,240.25,237.153,239.225,4903194,0
TSLA.US,60,20220519,220000,239.187,240.527,236.1,236.477,6545574,0
TSLA.US,60,20220520,160000,237.997,240.527,232.367,232.884,7873530,0
TSLA.US,60,20220520,170000,232.867,233.253,221.89,222.282,15611640,0
TSLA.US,60,20220520,180000,222.21,223.83,219.43,221.487,12419964,0
TSLA.US,60,20220520,190000,221.333,221.907,211.079,214.5,13972395,0
TSLA.US,60,20220520,200000,214.548,217.863,211,216.968,11366358,0
TSLA.US,60,20220520,210000,216.94,217.283,212.589,215.193,7999872,0
TSLA.US,60,20220520,220000,215.23,222.3,212.563,221.3,15684324,0
TSLA.US,60,20220523,160000,218.34,222.067,212.687,216.342,11699670,0
TSLA.US,60,20220523,170000,216.19,224.637,213.333,220.333,10774845,0
TSLA.US,60,20220523,180000,220.283,223.383,219.667,222.607,6174543,0
TSLA.US,60,20220523,190000,222.592,226.652,222.333,223.167,5646909,0
TSLA.US,60,20220523,200000,223.132,224.11,220.333,223.673,4165374,0
TSLA.US,60,20220523,210000,223.666,225.237,222.333,222.993,3801060,0
TSLA.US,60,20220523,220000,223.11,225.43,222.333,224.967,6805131,0
TSLA.US,60,20220524,160000,217.843,217.973,211.033,211.21,7245591,0
TSLA.US,60,20220524,170000,211.182,214.201,209.217,212.31,10219164,0
TSLA.US,60,20220524,180000,212.427,215.77,211.533,214.243,6159708,0
TSLA.US,60,20220524,190000,214.243,217.913,212.021,212.938,6227658,0
TSLA.US,60,20220524,200000,212.833,212.89,209.367,211.833,5358294,0
TSLA.US,60,20220524,210000,211.838,212.893,207.238,208.103,5361327,0
TSLA.US,60,20220524,220000,208.088,211.58,206.857,209.387,10326846,0
TSLA.US,60,20220525,160000,207.95,213.833,207.67,212.13,8330358,0
TSLA.US,60,20220525,170000,212.223,217.963,211.25,217.623,11143518,0
TSLA.US,60,20220525,180000,217.593,222.193,217.167,219.077,10454865,0
TSLA.US,60,20220525,190000,219.092,220.483,216.743,220.177,5466021,0
TSLA.US,60,20220525,200000,220.02,222.167,219.063,220.338,4579551,0
TSLA.US,60,20220525,210000,220.355,222.723,217.363,221.107,7235373,0
TSLA.US,60,20220525,220000,221.113,223.107,219,219.56,6663945,0
TSLA.US,60,20220526,160000,220.473,224.96,217.887,224.307,9281487,0
TSLA.US,60,20220526,170000,224.323,232.263,223.007,232.182,12081114,0
TSLA.US,60,20220526,180000,232.13,235.648,231.033,235.191,9841953,0
TSLA.US,60,20220526,190000,235.181,239.557,234.57,238.693,8506506,0
TSLA.US,60,20220526,200000,238.723,238.82,235.293,236.521,7741878,0
TSLA.US,60,20220526,210000,236.5,237.863,235.433,237.249,4894233,0
TSLA.US,60,20220526,220000,237.273,237.377,233.455,235.91,9986901,0
TSLA.US,60,20220527,160000,241.083,247.873,240.177,247.313,11286168,0
TSLA.US,60,20220527,170000,247.338,251.753,246.13,249.017,12856332,0
TSLA.US,60,20220527,180000,249.017,251.586,247.87,251.045,7201836,0
TSLA.US,60,20220527,190000,251.07,251.627,249.02,250.15,4914231,0
TSLA.US,60,20220527,200000,250.254,251.227,249.913,250.523,3454833,0
TSLA.US,60,20220527,210000,250.533,252.333,249.917,251.838,4662816,0
TSLA.US,60,20220527,220000,251.78,253.267,251.507,253.21,9559191,0
TSLA.US,60,20220531,160000,257.947,259.6,248.423,250.082,10545789,0
TSLA.US,60,20220531,170000,249.98,257.153,244.743,254.79,13350651,0
TSLA.US,60,20220531,180000,254.801,257.194,251.05,255.947,7720389,0
TSLA.US,60,20220531,190000,255.95,259.367,254.73,257.19,6449460,0
TSLA.US,60,20220531,200000,257.177,257.56,252.667,256.28,5669709,0
TSLA.US,60,20220531,210000,256.167,256.657,249.437,251.18,4753767,0
TSLA.US,60,20220531,220000,251.007,254.25,250.423,252.753,11272395,0
TSLA.US,60,20220601,160000,251.72,256.61,251.72,256.137,6956523,0
TSLA.US,60,20220601,170000,256.333,257.327,246.24,251.123,11521323,0
TSLA.US,60,20220601,180000,251.072,251.12,244.752,245.353,6014208,0
TSLA.US,60,20220601,190000,245.397,246.37,243.64,245.178,5341527,0
TSLA.US,60,20220601,200000,245.147,247.23,244.448,246.433,4842912,0
TSLA.US,60,20220601,210000,246.407,249.833,245.737,248.21,5723472,0
TSLA.US,60,20220601,220000,248.28,250.162,246.703,246.79,5839131,0
TSLA.US,60,20220602,160000,244.157,252,242.067,251.467,8489643,0
TSLA.US,60,20220602,170000,251.393,256.253,250.67,255.997,11081844,0
TSLA.US,60,20220602,180000,256.07,263.993,255.733,261.696,10552524,0
TSLA.US,60,20220602,190000,261.833,264.21,260.187,261.031,7028934,0
TSLA.US,60,20220602,200000,261.165,261.677,259.016,260.847,5950971,0
TSLA.US,60,20220602,210000,260.857,262.757,258.5,258.919,5461110,0
TSLA.US,60,20220602,220000,258.923,260.03,257.097,258.333,9375963,0
TSLA.US,60,20220603,160000,243.225,247.797,238.433,242.595,13749759,0
TSLA.US,60,20220603,170000,242.787,244.797,237.297,237.513,12179853,0
TSLA.US,60,20220603,180000,237.487,238.107,233.943,237.257,11103960,0
TSLA.US,60,20220603,190000,237.142,238.113,235.8,237.268,6425646,0
TSLA.US,60,20220603,200000,237.343,238.963,234.04,234.692,6497040,0
TSLA.US,60,20220603,210000,234.687,236.5,234.367,235.596,5373267,0
TSLA.US,60,20220603,220000,235.598,235.883,233.418,234.517,11272209,0
TSLA.US,60,20220606,160000,244.353,244.863,235.55,238.917,9744132,0
TSLA.US,60,20220606,170000,238.917,242.2,238.01,239.839,11435922,0
TSLA.US,60,20220606,180000,239.906,240.523,235.803,237.3,6416151,0
TSLA.US,60,20220606,190000,237.287,238.817,234.35,238.473,6061035,0
TSLA.US,60,20220606,200000,238.4,240.897,235.423,240.478,5369619,0
TSLA.US,60,20220606,210000,240.487,240.626,236.703,237.67,4796832,0
TSLA.US,60,20220606,220000,237.637,239.36,236.677,238.28,6336771,0
TSLA.US,60,20220607,160000,234,237.03,230.093,234.833,8854767,0
TSLA.US,60,20220607,170000,234.987,239.857,232.7,238.643,10966857,0
TSLA.US,60,20220607,180000,238.668,238.91,235.45,237.709,5744574,0
TSLA.US,60,20220607,190000,237.737,238.582,235.94,237.997,4231821,0
TSLA.US,60,20220607,200000,238.033,239.817,237.6,238.403,4344045,0
TSLA.US,60,20220607,210000,238.39,239.567,236.92,237.573,3209670,0
TSLA.US,60,20220607,220000,237.562,239.997,237.48,238.887,7048512,0
TSLA.US,60,20220608,160000,240.087,248.277,239.177,247.326,8894439,0
TSLA.US,60,20220608,170000,247.391,249.963,246.214,247.723,11444427,0
TSLA.US,60,20220608,180000,247.663,248.96,244.69,244.73,6847155,0
TSLA.US,60,20220608,190000,244.8,245.563,241.477,243.34,5660364,0
TSLA.US,60,20220608,200000,243.315,243.705,240.953,242.87,4282602,0
TSLA.US,60,20220608,210000,242.836,243.667,241.22,242.055,3739914,0
TSLA.US,60,20220608,220000,242.083,243.137,241.2,241.867,5558502,0
TSLA.US,60,20220609,160000,249.34,251.147,243.9,250.747,10858563,0
TSLA.US,60,20220609,170000,250.745,255.547,249.443,251.345,15293148,0
TSLA.US,60,20220609,180000,251.267,251.5,247.05,247.72,7613493,0
TSLA.US,60,20220609,190000,247.767,248.78,245.867,247.55,5492583,0
TSLA.US,60,20220609,200000,247.59,248.54,244.723,246.079,4710525,0
TSLA.US,60,20220609,210000,246.15,246.167,243.203,243.253,4015224,0
TSLA.US,60,20220609,220000,243.2,243.573,239.327,239.707,9495957,0
TSLA.US,60,20220610,160000,235.157,239.5,231.58,234.333,9896517,0
TSLA.US,60,20220610,170000,234.223,234.843,230.55,231.62,12115926,0
TSLA.US,60,20220610,180000,231.655,232.44,227.913,230.407,8406216,0
TSLA.US,60,20220610,190000,230.373,231.313,228.966,229.517,4842528,0
TSLA.US,60,20220610,200000,229.533,232.727,228.363,231.638,4907808,0
TSLA.US,60,20220610,210000,231.652,234.499,230.703,233.767,5464815,0
TSLA.US,60,20220610,220000,233.763,234.267,231.567,232.23,8869746,0
TSLA.US,60,20220613,160000,223.167,226.633,219.2,219.56,10099302,0
TSLA.US,60,20220613,170000,219.549,221.313,214.737,217.773,14114856,0
TSLA.US,60,20220613,180000,217.7,222.8,216.7,221.407,9371448,0
TSLA.US,60,20220613,190000,221.397,223.167,219.167,219.3,5546871,0
TSLA.US,60,20220613,200000,219.31,219.62,217.093,219.403,4885890,0
TSLA.US,60,20220613,210000,219.4,219.483,216.207,216.75,4402854,0
TSLA.US,60,20220613,220000,216.68,217.297,214.683,215.737,10337442,0
TSLA.US,60,20220614,160000,218.287,218.958,211.737,217.865,9575238,0
TSLA.US,60,20220614,170000,217.911,218.677,211.89,215.74,13005225,0
TSLA.US,60,20220614,180000,215.637,222.324,214.833,221.587,9440412,0
TSLA.US,60,20220614,190000,221.617,222.16,219.14,221.863,6217965,0
TSLA.US,60,20220614,200000,221.937,226.33,220.8,221.43,8504799,0
TSLA.US,60,20220614,210000,221.433,223.35,220.367,220.41,5728326,0
TSLA.US,60,20220614,220000,220.47,221.935,217.713,220.89,9082710,0
TSLA.US,60,20220615,160000,220.917,226.117,218.15,224.685,9768222,0
TSLA.US,60,20220615,170000,224.735,228.537,222.413,224.353,11832891,0
TSLA.US,60,20220615,180000,224.325,226.637,224.083,226.385,6181797,0
TSLA.US,60,20220615,190000,226.42,228.74,225.89,226.05,6143805,0
TSLA.US,60,20220615,200000,226.073,229.32,225.923,228.268,5263629,0
TSLA.US,60,20220615,210000,228.168,235.66,223.622,230.1,14448492,0
TSLA.US,60,20220615,220000,230.1,234.99,229.257,233,15666399,0
TSLA.US,60,20220616,160000,222.737,225.167,218.72,219.282,10153512,0
TSLA.US,60,20220616,170000,219.177,220.923,217.05,217.15,10093260,0
TSLA.US,60,20220616,180000,217.193,219.078,215.5,216.443,7719951,0
TSLA.US,60,20220616,190000,216.437,216.553,213.603,213.985,6421845,0
TSLA.US,60,20220616,200000,214.063,215.52,211.507,211.66,6574314,0
TSLA.US,60,20220616,210000,211.732,211.893,208.693,209.91,8343795,0
TSLA.US,60,20220616,220000,209.912,213.275,209.5,213.1,13788294,0
TSLA.US,60,20220617,160000,213.433,220.969,213.333,218.8,11492715,0
TSLA.US,60,20220617,170000,218.853,219.167,213.197,215.316,10904580,0
TSLA.US,60,20220617,180000,215.213,218.443,214.173,215.607,7350606,0
TSLA.US,60,20220617,190000,215.515,217.96,214.813,217.288,4546677,0
TSLA.US,60,20220617,200000,217.307,219.847,217.035,218.273,5306922,0
TSLA.US,60,20220617,210000,218.243,219.113,217.287,217.473,3730356,0
TSLA.US,60,20220617,220000,217.477,218.013,216,216.76,13152021,0
TSLA.US,60,20220621,160000,224.603,235.622,224.333,235.103,13865766,0
TSLA.US,60,20220621,170000,235.193,241.277,233.37,240.833,16981908,0
TSLA.US,60,20220621,180000,240.902,242.833,238.4,238.445,11734914,0
TSLA.US,60,20220621,190000,238.472,241.983,238.44,241.83,7531977,0
TSLA.US,60,20220621,200000,241.843,243.577,241.227,241.953,6858783,0
TSLA.US,60,20220621,210000,241.95,243.187,241.077,241.517,5732274,0
TSLA.US,60,20220621,220000,241.543,242.517,236.533,237.037,13574055,0
TSLA.US,60,20220622,160000,234.503,243.077,233.827,242.333,11985975,0
TSLA.US,60,20220622,170000,242.413,246.833,239.737,245.117,14229405,0
TSLA.US,60,20220622,180000,245.153,245.385,237.777,237.915,9155712,0
TSLA.US,60,20220622,190000,237.939,240.167,237.193,240.153,7689978,0
TSLA.US,60,20220622,200000,240.14,240.852,238.453,239.057,5236593,0
TSLA.US,60,20220622,210000,239.057,240.188,235.887,237.593,5639913,0
TSLA.US,60,20220622,220000,237.517,238.407,234.767,236.087,10095294,0
TSLA.US,60,20220623,160000,237.905,239.317,229.167,232.267,10876824,0
TSLA.US,60,20220623,170000,232.322,238.667,231.833,238.436,13954185,0
TSLA.US,60,20220623,180000,238.465,239.13,235.09,235.391,8522712,0
TSLA.US,60,20220623,190000,235.447,235.666,230.503,230.777,7789452,0
TSLA.US,60,20220623,200000,230.67,231.723,228.637,231,7381230,0
TSLA.US,60,20220623,210000,231.067,232.993,230.197,232.12,6105153,0
TSLA.US,60,20220623,220000,232.167,236.667,231.087,235.07,11668257,0
TSLA.US,60,20220624,160000,237.468,243.22,236.087,242.29,11480304,0
TSLA.US,60,20220624,170000,242.347,246.067,241.747,243.121,12988392,0
TSLA.US,60,20220624,180000,243.12,244.457,241.967,243.515,6991815,0
TSLA.US,60,20220624,190000,243.563,244.764,242.732,244.557,5115126,0
TSLA.US,60,20220624,200000,244.567,245.41,243.767,243.885,4705206,0
TSLA.US,60,20220624,210000,243.917,245.287,243.578,244.471,3892599,0
TSLA.US,60,20220624,220000,244.493,245.95,243.377,245.707,14124678,0
TSLA.US,60,20220627,160000,249.367,252.07,243.507,246.867,11414616,0
TSLA.US,60,20220627,170000,247,250.39,244.889,248.793,12463902,0
TSLA.US,60,20220627,180000,248.792,249.103,246.007,246.425,5716779,0
TSLA.US,60,20220627,190000,246.373,246.62,243.563,245.223,5906334,0
TSLA.US,60,20220627,200000,245.188,245.333,242.566,243.005,4587468,0
TSLA.US,60,20220627,210000,242.943,245.563,242.757,244.427,4213980,0
TSLA.US,60,20220627,220000,244.373,245.183,243.003,244.92,9144069,0
TSLA.US,60,20220628,160000,244.483,249.97,244,248.277,9704877,0
TSLA.US,60,20220628,170000,248.173,249.287,241.48,242.937,11829351,0
TSLA.US,60,20220628,180000,242.856,243.663,236.187,236.43,9616539,0
TSLA.US,60,20220628,190000,236.383,237.293,235.033,236.473,6304092,0
TSLA.US,60,20220628,200000,236.485,236.523,233.563,234.202,5413053,0
TSLA.US,60,20220628,210000,234.193,235.067,232.767,233.67,5288586,0
TSLA.US,60,20220628,220000,233.673,234.473,232.343,232.663,8718273,0
TSLA.US,60,20220629,160000,230.5,231.173,223.76,227.333,10962690,0
TSLA.US,60,20220629,170000,227.26,229.587,224.333,225.297,10599090,0
TSLA.US,60,20220629,180000,225.323,225.818,222.273,225.09,7337649,0
TSLA.US,60,20220629,190000,225.083,225.293,222.353,224.167,4895439,0
TSLA.US,60,20220629,200000,224.173,226.593,223.837,226.26,4879740,0
TSLA.US,60,20220629,210000,226.21,227.547,225.87,226.487,4875972,0
TSLA.US,60,20220629,220000,226.437,229.063,226.033,228.49,7468182,0
TSLA.US,60,20220630,160000,224.51,229.133,223.083,224.475,9560559,0
TSLA.US,60,20220630,170000,224.427,224.657,218.863,221.92,11616105,0
TSLA.US,60,20220630,180000,221.924,228.983,221.167,228.646,10852794,0
TSLA.US,60,20220630,190000,228.623,229.457,225.52,227.677,7467393,0
TSLA.US,60,20220630,200000,227.64,228.667,225.937,227.887,5249694,0
TSLA.US,60,20220630,210000,228,228.163,225.087,225.4,3656571,0
TSLA.US,60,20220630,220000,225.417,225.69,222.9,224.473,10417350,0
TSLA.US,60,20220701,160000,227,230.17,224.667,228.674,9665034,0
TSLA.US,60,20220701,170000,228.787,230.23,222.22,224.427,9865542,0
TSLA.US,60,20220701,180000,224.347,226.627,223.54,223.885,6754530,0
TSLA.US,60,20220701,190000,223.813,225.1,222.715,222.84,4240230,0
TSLA.US,60,20220701,200000,222.8,224.73,222.12,224.202,4178868,0
TSLA.US,60,20220701,210000,224.192,225.082,222.773,224.773,3585945,0
TSLA.US,60,20220701,220000,224.813,227.367,223.776,227.263,7551561,0
TSLA.US,60,20220705,160000,223,224.133,216.687,218.337,9020004,0
TSLA.US,60,20220705,170000,218.333,224.307,216.167,222.237,10191252,0
TSLA.US,60,20220705,180000,222.24,224.861,220.37,224.598,5783775,0
TSLA.US,60,20220705,190000,224.663,228,224.553,225.781,6559944,0
TSLA.US,60,20220705,200000,225.677,231.163,225.67,229.448,6371808,0
TSLA.US,60,20220705,210000,229.5,232.197,228.203,231.167,5732730,0
TSLA.US,60,20220705,220000,231.134,233.147,230.238,233.067,7914807,0
TSLA.US,60,20220706,160000,230.78,234.563,227.187,230.737,9114033,0
TSLA.US,60,20220706,170000,230.751,232.405,228.067,230.973,8465289,0
TSLA.US,60,20220706,180000,231.065,231.597,227.317,228.146,4960452,0
TSLA.US,60,20220706,190000,228.11,229.537,227.69,229.113,2967456,0
TSLA.US,60,20220706,200000,229.067,230.563,228.923,229.917,2787090,0
TSLA.US,60,20220706,210000,229.942,232.941,228.353,232.917,7162659,0
TSLA.US,60,20220706,220000,232.943,233.583,230.68,231.733,7249185,0
TSLA.US,60,20220707,160000,233.92,240.66,232.21,240.178,10866684,0
TSLA.US,60,20220707,170000,240.193,241.98,238.507,241.51,12033942,0
TSLA.US,60,20220707,180000,241.518,241.833,240.123,241.442,4790412,0
TSLA.US,60,20220707,190000,241.45,244.38,241.34,244.293,6314496,0
TSLA.US,60,20220707,200000,244.305,244.94,243.17,244.561,5118063,0
TSLA.US,60,20220707,210000,244.562,245.362,244.03,244.487,4188378,0
TSLA.US,60,20220707,220000,244.543,244.987,243.507,244.543,7410816,0
TSLA.US,60,20220708,160000,242.333,247.177,241.17,244.07,9150258,0
TSLA.US,60,20220708,170000,244.127,254.4,243.373,252.797,17332056,0
TSLA.US,60,20220708,180000,252.82,254.98,252.393,254.233,7446453,0
TSLA.US,60,20220708,190000,254.233,254.267,248.833,249.497,8061891,0
TSLA.US,60,20220708,200000,249.547,253.05,247.797,251.117,6969879,0
TSLA.US,60,20220708,210000,251.13,253.12,250.863,252.543,4725315,0
TSLA.US,60,20220708,220000,252.573,252.633,249.727,250.763,9322170,0
TSLA.US,60,20220711,160000,252.103,253.063,240.707,241.832,12619419,0
TSLA.US,60,20220711,170000,241.83,242.763,237.47,237.48,11369232,0
TSLA.US,60,20220711,180000,237.47,238.75,234.51,234.947,8445561,0
TSLA.US,60,20220711,190000,234.949,235.5,233.89,234.667,6197241,0
TSLA.US,60,20220711,200000,234.597,238.757,234.597,237.448,8274603,0
TSLA.US,60,20220711,210000,237.398,237.573,234.497,234.533,5020059,0
TSLA.US,60,20220711,220000,234.5,235.963,233.627,234.343,7826595,0
TSLA.US,60,20220712,160000,236.847,239.773,229.177,229.64,11399856,0
TSLA.US,60,20220712,170000,229.602,232.74,228.368,230.633,10865931,0
TSLA.US,60,20220712,180000,230.667,235.943,230.31,234.7,9353895,0
TSLA.US,60,20220712,190000,234.553,235.44,233.186,233.751,4640469,0
TSLA.US,60,20220712,200000,233.8,234.913,232.517,234.4,4525377,0
TSLA.US,60,20220712,210000,234.457,234.6,232.333,232.657,4681425,0
TSLA.US,60,20220712,220000,232.57,233.617,230.582,233.07,8906754,0
TSLA.US,60,20220713,160000,225.5,235.763,225.033,234.9,10340841,0
TSLA.US,60,20220713,170000,234.957,242.06,232,240.12,15913047,0
TSLA.US,60,20220713,180000,240.176,241,237.39,238.833,7787373,0
TSLA.US,60,20220713,190000,238.809,240.783,238.017,240.667,4919238,0
TSLA.US,60,20220713,200000,240.717,241.697,240.037,241.298,4804431,0
TSLA.US,60,20220713,210000,241.32,241.5,238.867,240.513,4996287,0
TSLA.US,60,20220713,220000,240.55,240.661,236.857,237.04,7505046,0
TSLA.US,60,20220714,160000,234.897,236.83,230.5,230.59,9270144,0
TSLA.US,60,20220714,170000,230.623,233.32,229.333,232.527,9586383,0
TSLA.US,60,20220714,180000,232.503,235.533,232.503,234.853,7228596,0
TSLA.US,60,20220714,190000,234.86,235.657,231.733,232.531,4441659,0
TSLA.US,60,20220714,200000,232.469,234.913,231.957,233.715,3402510,0
TSLA.US,60,20220714,210000,233.705,236.723,233.503,235.502,4992816,0
TSLA.US,60,20220714,220000,235.58,238.653,234.697,238.313,9425721,0
TSLA.US,60,20220715,160000,240,243.623,238.653,240.073,9174825,0
TSLA.US,60,20220715,170000,240.197,241.557,236.89,238.446,8076903,0
TSLA.US,60,20220715,180000,238.455,240.553,238.11,239.82,5793102,0
TSLA.US,60,20220715,190000,239.879,240.167,238.17,239.797,3828459,0
TSLA.US,60,20220715,200000,239.857,240.516,239.347,240.072,2700036,0
TSLA.US,60,20220715,210000,240.077,240.267,238.867,238.891,2483913,0
TSLA.US,60,20220715,220000,238.937,240.123,238.5,240.067,6341442,0
TSLA.US,60,20220718,160000,244.937,250.07,243.767,248.963,10591464,0
TSLA.US,60,20220718,170000,249,249.327,245.5,249.01,9352233,0
TSLA.US,60,20220718,180000,248.953,250.517,248.12,248.597,6509748,0
TSLA.US,60,20220718,190000,248.5,249.43,246.782,248.417,4067526,0
TSLA.US,60,20220718,200000,248.42,249.127,243.837,244.467,4558071,0
TSLA.US,60,20220718,210000,244.433,244.787,241.293,241.745,6629193,0
TSLA.US,60,20220718,220000,241.697,242.92,239.603,240.547,8536989,0
TSLA.US,60,20220719,160000,245,246.86,239.89,242.413,9909354,0
TSLA.US,60,20220719,170000,242.52,242.607,236.977,242.13,10752201,0
TSLA.US,60,20220719,180000,242.07,243.333,240.337,243.03,5726742,0
TSLA.US,60,20220719,190000,243.023,243.15,240.84,242.303,4234290,0
TSLA.US,60,20220719,200000,242.293,245.483,242.11,244.967,5393745,0
TSLA.US,60,20220719,210000,245,247.14,244.971,246.117,5868009,0
TSLA.US,60,20220719,220000,246.143,246.823,244.77,245.53,8133906,0
TSLA.US,60,20220720,160000,246.783,250.663,244.05,244.647,10220778,0
TSLA.US,60,20220720,170000,244.707,250.033,243.483,249.163,10840791,0
TSLA.US,60,20220720,180000,249.189,249.25,246.697,248.18,5261352,0
TSLA.US,60,20220720,190000,248.1,249.66,246.12,247.643,4518198,0
TSLA.US,60,20220720,200000,247.54,247.687,245.69,246.203,3886767,0
TSLA.US,60,20220720,210000,246.14,248.567,246.083,247.507,3235590,0
TSLA.US,60,20220720,220000,247.525,248.897,247.067,247.5,7366095,0
TSLA.US,60,20220721,160000,255.107,262.997,254.867,262.487,16615554,0
TSLA.US,60,20220721,170000,262.65,263.813,259.173,263.187,15256713,0
TSLA.US,60,20220721,180000,263.203,266.667,262.717,266.46,10239387,0
TSLA.US,60,20220721,190000,266.373,271.797,266.333,270.77,12126768,0
TSLA.US,60,20220721,200000,270.78,271.78,269.803,271.567,8002161,0
TSLA.US,60,20220721,210000,271.617,273.267,271.047,272.112,7802025,0
TSLA.US,60,20220721,220000,272.217,273.16,270.47,271.707,10308450,0
TSLA.US,60,20220722,160000,276.22,280.443,272.67,276.443,12937281,0
