<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSLA.US,60,20220218,160000,295.333,295.623,287.007,291.872,4730490,0
TSLA.US,60,20220218,170000,291.911,291.997,283.897,284.28,6870600,0
TSLA.US,60,20220218,180000,284.265,284.543,280.773,282.157,6145332,0
TSLA.US,60,20220218,190000,282.057,284.43,281.061,281.177,3515454,0
TSLA.US,60,20220218,200000,281.192,282.933,279.203,282.277,4306596,0
TSLA.US,60,20220218,210000,282.328,287.693,281.25,286.157,5411808,0
TSLA.US,60,20220218,220000,286.147,287.609,283.513,285.66,6954624,0
TSLA.US,60,20220222,160000,278.043,285.25,275.683,281.48,5810931,0
TSLA.US,60,20220222,170000,281.508,285.578,278.88,279.423,5230146,0
TSLA.US,60,20220222,180000,279.523,280.372,269.337,271.237,8093349,0
TSLA.US,60,20220222,190000,271.147,272.08,267.593,269.616,5778612,0
TSLA.US,60,20220222,200000,269.884,271.51,267.133,268.317,3964203,0
TSLA.US,60,20220222,210000,268.285,275.923,267.033,274.667,6996429,0
TSLA.US,60,20220222,220000,274.603,277.333,272.457,273.843,9293997,0
TSLA.US,60,20220223,160000,276.81,278.433,269.537,269.687,4745106,0
TSLA.US,60,20220223,170000,269.573,269.84,265.05,266.257,10873002,0
TSLA.US,60,20220223,180000,266.11,266.633,261.77,264.617,8023083,0
TSLA.US,60,20220223,190000,264.617,266.903,262.622,263.173,4424871,0
TSLA.US,60,20220223,200000,263.17,263.317,260.007,260.875,4879458,0
TSLA.US,60,20220223,210000,260.767,261.627,257,257.623,6201699,0
TSLA.US,60,20220223,220000,257.573,258.047,253.52,254.68,11348454,0
TSLA.US,60,20220224,160000,233.463,251.087,233.333,249.775,11542455,0
TSLA.US,60,20220224,170000,249.57,258.22,245.363,252.974,12007329,0
TSLA.US,60,20220224,180000,253.103,257.277,250.873,256.201,7341474,0
TSLA.US,60,20220224,190000,256.128,256.923,250.163,250.843,5764263,0
TSLA.US,60,20220224,200000,250.968,259,250.167,255.123,6385671,0
TSLA.US,60,20220224,210000,255.037,259.933,251.8,258.907,9191379,0
TSLA.US,60,20220224,220000,258.812,267.493,258.367,266.923,12343536,0
TSLA.US,60,20220225,160000,269.743,273.167,260.82,261.473,7951422,0
TSLA.US,60,20220225,170000,261.413,268.417,261.007,266.467,7921311,0
TSLA.US,60,20220225,180000,266.547,271.597,265.423,271.303,5792364,0
TSLA.US,60,20220225,190000,271.248,271.613,265.53,266.214,4300215,0
TSLA.US,60,20220225,200000,266.187,268.42,264.833,267.3,3676356,0
TSLA.US,60,20220225,210000,267.23,269.323,266.067,267.627,3490371,0
TSLA.US,60,20220225,220000,267.747,270.213,266.417,269.957,5833194,0
TSLA.US,60,20220228,160000,271.67,281.367,271.569,280.988,7153539,0
TSLA.US,60,20220228,170000,280.987,289.58,278.53,288.423,11082816,0
TSLA.US,60,20220228,180000,288.333,292.287,286.84,291.373,8374257,0
TSLA.US,60,20220228,190000,291.373,291.793,284.177,287.84,7450509,0
TSLA.US,60,20220228,200000,287.773,290.467,287.003,289.583,5390877,0
TSLA.US,60,20220228,210000,289.457,289.457,284.083,287.333,4585773,0
TSLA.US,60,20220228,220000,287.21,290.667,285.2,290.143,11037225,0
TSLA.US,60,20220301,160000,289.893,292.218,285.767,287.106,5974767,0
TSLA.US,60,20220301,170000,287.297,296.627,285.565,290.301,9766137,0
TSLA.US,60,20220301,180000,290.048,291.57,286.577,287.083,5190066,0
TSLA.US,60,20220301,190000,287.187,290.513,285.88,290.333,4986189,0
TSLA.US,60,20220301,200000,290.313,291.317,286.253,288.41,3369555,0
TSLA.US,60,20220301,210000,288.46,290.06,286.85,288.047,3519120,0
TSLA.US,60,20220301,220000,288.047,290.75,284.6,288.065,3606156,0
TSLA.US,60,20220302,160000,290.71,295.493,289.639,291.467,3480324,0
TSLA.US,60,20220302,170000,291.563,291.667,281.43,282.798,5731104,0
TSLA.US,60,20220302,180000,282.872,287.32,281.667,283.593,3832890,0
TSLA.US,60,20220302,190000,283.493,285.031,282.152,284.273,2696232,0
TSLA.US,60,20220302,200000,284.333,289.617,284.267,288.974,4957131,0
TSLA.US,60,20220302,210000,289.075,291.633,288.86,290.142,4158732,0
TSLA.US,60,20220302,220000,290,294.507,289.937,293.297,8111994,0
TSLA.US,60,20220303,160000,292.923,295.48,287.917,289.633,4316064,0
TSLA.US,60,20220303,170000,289.5,290.617,283.733,283.773,5293710,0
TSLA.US,60,20220303,180000,283.773,287.333,282.787,286.36,4837827,0
TSLA.US,60,20220303,190000,286.407,288.203,283.837,285.503,3349893,0
TSLA.US,60,20220303,200000,285.311,287.333,283.534,283.94,2635470,0
TSLA.US,60,20220303,210000,283.877,285.767,280.524,281.577,3466272,0
TSLA.US,60,20220303,220000,281.517,281.53,277.533,279.763,8163015,0
TSLA.US,60,20220304,160000,283.033,284.797,278.517,284.288,5544819,0
TSLA.US,60,20220304,170000,284.286,285.217,277.807,278.052,6066210,0
TSLA.US,60,20220304,180000,278.003,278.733,275.054,277.85,5298696,0
TSLA.US,60,20220304,190000,277.847,281.567,276.547,280,3907011,0
TSLA.US,60,20220304,200000,280.018,283.897,280.018,281.137,4400841,0
TSLA.US,60,20220304,210000,280.975,281.577,276.693,277,3749877,0
TSLA.US,60,20220304,220000,276.967,279.933,276.037,279.43,7383939,0
TSLA.US,60,20220307,160000,285.433,288.713,283.04,283.251,5488200,0
TSLA.US,60,20220307,170000,283.093,284.007,275.033,276.203,5287035,0
TSLA.US,60,20220307,180000,276.203,280.91,275.293,277.191,5089794,0
TSLA.US,60,20220307,190000,276.967,279.497,275.567,276.97,3506766,0
TSLA.US,60,20220307,200000,276.867,278.251,271.483,271.771,4364148,0
TSLA.US,60,20220307,210000,271.793,273.48,270.357,270.589,3260154,0
TSLA.US,60,20220307,220000,270.653,271.094,268.19,268.193,6371667,0
TSLA.US,60,20220308,160000,265.177,270.333,260.823,268.463,5337159,0
TSLA.US,60,20220308,170000,268.443,273.93,264.1,273.297,5242137,0
TSLA.US,60,20220308,180000,273.493,275.277,269,273.757,4652670,0
TSLA.US,60,20220308,190000,273.937,281.927,273.337,281.684,7676943,0
TSLA.US,60,20220308,200000,281.78,283.33,275.993,276.01,5642016,0
TSLA.US,60,20220308,210000,275.897,280.167,274.513,279.523,4797597,0
TSLA.US,60,20220308,220000,279.497,281.333,274.333,274.8,7508280,0
TSLA.US,60,20220309,160000,279.827,282.827,277.337,279.877,5156661,0
TSLA.US,60,20220309,170000,279.83,285.83,278.727,285.827,6932055,0
TSLA.US,60,20220309,180000,285.767,286.04,282.933,283.54,3699672,0
TSLA.US,60,20220309,190000,283.6,285.233,282.15,284.157,2546172,0
TSLA.US,60,20220309,200000,284.157,284.51,282.443,283.26,1833132,0
TSLA.US,60,20220309,210000,283.323,286.123,283.237,285.207,3055524,0
TSLA.US,60,20220309,220000,285.275,286.853,284.69,286.323,6761658,0
TSLA.US,60,20220310,160000,283.803,284.817,279,280.253,3912087,0
TSLA.US,60,20220310,170000,280.197,280.667,274.893,275.26,5140149,0
TSLA.US,60,20220310,180000,275.197,275.197,272.133,274.667,4048839,0
TSLA.US,60,20220310,190000,274.667,275.387,271.167,271.31,3194760,0
TSLA.US,60,20220310,200000,271.328,273.417,270.12,272.565,3648798,0
TSLA.US,60,20220310,210000,272.572,278.787,272.36,278.54,4590357,0
TSLA.US,60,20220310,220000,278.532,279.93,276.18,279.433,5665761,0
TSLA.US,60,20220311,160000,280.066,281.267,274.077,274.356,3863109,0
TSLA.US,60,20220311,170000,274.452,274.559,271.18,273.367,5639130,0
TSLA.US,60,20220311,180000,273.43,273.443,266.69,268.283,5887488,0
TSLA.US,60,20220311,190000,268.258,269.073,265.74,267.82,5081955,0
TSLA.US,60,20220311,200000,267.92,269.05,265.16,265.239,3546810,0
TSLA.US,60,20220311,210000,265.21,267.23,264.59,265.258,3802854,0
TSLA.US,60,20220311,220000,265.333,267.19,264.6,265.117,5224590,0
TSLA.US,60,20220314,150000,260.203,263.476,252.083,260,7154802,0
TSLA.US,60,20220314,160000,260.113,266.9,258.51,263.567,6907227,0
TSLA.US,60,20220314,170000,263.8,264.523,256.237,257.14,4497843,0
TSLA.US,60,20220314,180000,256.843,258.667,253.667,253.76,3605376,0
TSLA.US,60,20220314,190000,253.725,256.783,252.013,255.49,3965766,0
TSLA.US,60,20220314,200000,255.463,256.483,253.193,253.963,3311391,0
TSLA.US,60,20220314,210000,254.018,256.713,252.693,255.457,6224286,0
TSLA.US,60,20220315,150000,258.423,261.282,252.19,255.997,4860816,0
TSLA.US,60,20220315,160000,255.867,265.537,254.933,264.117,7783782,0
TSLA.US,60,20220315,170000,264.117,267,262.353,263.353,4938741,0
TSLA.US,60,20220315,180000,263.273,265.167,261.703,263.425,3107394,0
TSLA.US,60,20220315,190000,263.487,265.15,261.98,264.853,2636952,0
TSLA.US,60,20220315,200000,264.77,267.473,263.467,267.4,3649167,0
TSLA.US,60,20220315,210000,267.373,268.523,266.083,267.297,7917738,0
TSLA.US,60,20220316,150000,269.667,275.6,268,274.712,5665998,0
TSLA.US,60,20220316,160000,274.73,280.233,273.851,278.648,6891009,0
TSLA.US,60,20220316,170000,278.707,279.963,277.483,278.502,2963052,0
TSLA.US,60,20220316,180000,278.363,279.333,273.777,274.881,2954703,0
TSLA.US,60,20220316,190000,274.897,277.197,272.56,276.906,3734064,0
TSLA.US,60,20220316,200000,276.767,277.95,267.42,276.095,9593847,0
TSLA.US,60,20220316,210000,276.137,280.667,275.39,280.077,10189188,0
TSLA.US,60,20220317,150000,276.997,284.25,275.239,284.09,5283033,0
TSLA.US,60,20220317,160000,284.177,284.91,279.44,280.62,5735370,0
TSLA.US,60,20220317,170000,280.46,284.077,278.667,283.12,3724281,0
TSLA.US,60,20220317,180000,283.26,286.663,283.067,286.387,3532233,0
TSLA.US,60,20220317,190000,286.387,289.993,285,289.21,3734724,0
TSLA.US,60,20220317,200000,289.243,291.58,287.813,291.31,4380879,0
TSLA.US,60,20220317,210000,291.312,291.667,288.097,290.533,8706102,0
TSLA.US,60,20220318,150000,291.497,295.643,289.13,295.107,8451921,0
TSLA.US,60,20220318,160000,295.077,299.83,294.753,298.025,9602916,0
TSLA.US,60,20220318,170000,298.083,300.333,297.107,298.868,5111625,0
TSLA.US,60,20220318,180000,298.863,300.997,298.183,300.63,4013256,0
TSLA.US,60,20220318,190000,300.635,301.283,297.737,298.332,3566220,0
TSLA.US,60,20220318,200000,298.335,300.57,297.34,300.247,3748107,0
TSLA.US,60,20220318,210000,300.217,302.617,299.5,301.797,23631168,0
TSLA.US,60,20220321,150000,304.993,314.283,303.167,308.147,9680031,0
TSLA.US,60,20220321,160000,308.2,308.883,303.167,307.948,9467073,0
TSLA.US,60,20220321,170000,307.907,310.927,306.57,310.09,6121632,0
TSLA.US,60,20220321,180000,310.113,310.417,303.89,304.277,4673091,0
TSLA.US,60,20220321,190000,304.197,306.98,302.363,306.919,4293942,0
TSLA.US,60,20220321,200000,306.907,309.315,306.099,306.604,3967650,0
TSLA.US,60,20220321,210000,306.543,308.6,305.227,307.053,6224511,0
TSLA.US,60,20220322,150000,310,312.257,307.25,308.93,6246360,0
TSLA.US,60,20220322,160000,309,314.08,308.85,312.14,7307562,0
TSLA.US,60,20220322,170000,312.297,316.227,312.017,313.1,5325114,0
TSLA.US,60,20220322,180000,313.135,315.793,312.733,315.46,3780948,0
TSLA.US,60,20220322,190000,315.457,320.867,315.267,320.833,5729079,0
TSLA.US,60,20220322,200000,320.81,330.82,320.02,330.307,14547477,0
TSLA.US,60,20220322,210000,330.317,332.62,328.167,331.327,17347542,0
TSLA.US,60,20220323,150000,326.647,336.39,325.467,332.947,12244659,0
TSLA.US,60,20220323,160000,332.935,345,331.71,342,16322349,0
TSLA.US,60,20220323,170000,342.083,346.9,340.83,345.323,6385413,0
TSLA.US,60,20220323,180000,345.247,346.55,336.2,338.84,7225170,0
TSLA.US,60,20220323,190000,338.863,339.447,330.867,333.273,8530974,0
TSLA.US,60,20220323,200000,333.24,336.51,328.287,333.103,7753950,0
TSLA.US,60,20220323,210000,333.37,334.333,330.383,333.037,8189352,0
TSLA.US,60,20220324,150000,336.577,341.497,334,334.29,7911132,0
TSLA.US,60,20220324,160000,334.383,337,329.6,335.05,8975907,0
TSLA.US,60,20220324,170000,335.003,339.833,334.667,337.3,5043237,0
TSLA.US,60,20220324,180000,337.13,337.137,333.853,336.377,3050532,0
TSLA.US,60,20220324,190000,336.37,337.2,334.673,336,2255880,0
TSLA.US,60,20220324,200000,335.957,337.667,334.673,336.077,2672160,0
TSLA.US,60,20220324,210000,336.067,339.47,335.38,337.973,7027182,0
TSLA.US,60,20220325,150000,336,339.297,334.683,335.653,5627919,0
TSLA.US,60,20220325,160000,335.6,340.6,333.873,338.347,7455528,0
TSLA.US,60,20220325,170000,338.35,338.667,332.44,333.703,5716866,0
TSLA.US,60,20220325,180000,333.673,335.827,332.733,335.203,3396978,0
TSLA.US,60,20220325,190000,335.24,336.333,334,336.333,2307957,0
TSLA.US,60,20220325,200000,336.32,336.963,334.953,336.03,2513703,0
TSLA.US,60,20220325,210000,336.127,337.13,332.957,336.88,7183677,0
TSLA.US,60,20220328,160000,355.033,359.69,351.2,359.333,9776535,0
TSLA.US,60,20220328,170000,358.903,364.57,352.763,363.733,11940552,0
TSLA.US,60,20220328,180000,363.967,365.523,359.207,361.973,7505040,0
TSLA.US,60,20220328,190000,362.02,362.663,357.227,361.463,4404117,0
TSLA.US,60,20220328,200000,361.537,364.327,361.39,363.567,4483155,0
TSLA.US,60,20220328,210000,363.667,365.523,362.093,365.477,4676328,0
TSLA.US,60,20220328,220000,365.523,365.96,360.557,363.947,8211339,0
TSLA.US,60,20220329,160000,369.33,371.59,362.373,365.317,6813198,0
TSLA.US,60,20220329,170000,365.313,365.91,357.703,365.14,7184643,0
TSLA.US,60,20220329,180000,365.133,368.817,362.5,367.423,4979385,0
TSLA.US,60,20220329,190000,367.42,367.487,363.89,365.213,3283119,0
TSLA.US,60,20220329,200000,365.413,368.09,363.43,368.04,3135099,0
TSLA.US,60,20220329,210000,367.95,368.437,365.167,366.657,3108666,0
TSLA.US,60,20220329,220000,366.653,367.54,364.763,366.523,6123411,0
TSLA.US,60,20220330,160000,363.723,366.377,361.333,365.667,4939794,0
TSLA.US,60,20220330,170000,365.58,371.317,364.647,367.83,8027244,0
TSLA.US,60,20220330,180000,367.803,368.833,365.437,368.44,3792783,0
TSLA.US,60,20220330,190000,368.363,368.833,367.033,368.24,1917741,0
TSLA.US,60,20220330,200000,368.183,370.913,366.093,366.607,3254421,0
TSLA.US,60,20220330,210000,366.643,367.747,363.753,364.12,3505062,0
TSLA.US,60,20220330,220000,364.11,364.997,361.503,364.663,6563445,0
TSLA.US,60,20220331,160000,364.857,365,360.547,363.15,4214946,0
TSLA.US,60,20220331,170000,363.063,367.713,361.337,366.78,5044953,0
TSLA.US,60,20220331,180000,366.867,367.113,364.767,366.063,2290887,0
TSLA.US,60,20220331,190000,365.983,366.367,362.797,362.943,1835814,0
TSLA.US,60,20220331,200000,363,364.657,361.703,364.073,1943172,0
TSLA.US,60,20220331,210000,364,364.433,362.35,363.767,2078943,0
TSLA.US,60,20220331,220000,363.7,365.037,358.88,359.2,7262100,0
TSLA.US,60,20220401,160000,360.383,362.227,355.547,357.17,4654644,0
TSLA.US,60,20220401,170000,357.167,364.917,356.077,363.923,6850611,0
TSLA.US,60,20220401,180000,363.823,364.07,359.55,359.897,3312339,0
TSLA.US,60,20220401,190000,359.893,360.853,358.603,360.223,2575089,0
TSLA.US,60,20220401,200000,360.14,360.74,358.5,359.763,1968456,0
TSLA.US,60,20220401,210000,359.673,361.883,359.343,359.977,2569737,0
TSLA.US,60,20220401,220000,359.74,361.667,357.833,361.53,5895660,0
TSLA.US,60,20220404,160000,363.127,365.423,357.51,364.863,6301770,0
TSLA.US,60,20220404,170000,364.803,375.043,364.083,373.813,11276289,0
TSLA.US,60,20220404,180000,373.72,378.91,373.637,377.45,7542045,0
TSLA.US,60,20220404,190000,377.357,378.03,375.767,377.803,2737185,0
TSLA.US,60,20220404,200000,377.903,382.68,377.523,382.453,4824180,0
TSLA.US,60,20220404,210000,382.4,383.303,379.833,381.983,4472604,0
TSLA.US,60,20220404,220000,381.983,383,378.783,381.817,7130409,0
TSLA.US,60,20220405,160000,378.767,384.29,378.417,382.197,6869151,0
TSLA.US,60,20220405,170000,382.247,382.26,371.17,373.36,8691459,0
TSLA.US,60,20220405,180000,373.467,375.993,367.11,367.64,6887193,0
TSLA.US,60,20220405,190000,367.613,368.333,363.363,366.623,5883477,0
TSLA.US,60,20220405,200000,366.643,369.023,365.003,367.237,3582651,0
TSLA.US,60,20220405,210000,367.237,369.587,365.777,367.757,3320904,0
TSLA.US,60,20220405,220000,367.75,368.107,362.433,363.72,5539365,0
TSLA.US,60,20220406,160000,357.823,359.667,348.8,349.233,7809909,0
TSLA.US,60,20220406,170000,349.34,349.633,344.25,347.663,9310515,0
TSLA.US,60,20220406,180000,347.537,348.96,345.237,347.353,4476672,0
TSLA.US,60,20220406,190000,347.173,347.43,343.15,344.253,3852534,0
TSLA.US,60,20220406,200000,344.097,352.37,342.567,350,5740893,0
TSLA.US,60,20220406,210000,350.07,354.98,344.693,351.893,8419506,0
TSLA.US,60,20220406,220000,352.17,353.277,347.847,348.587,7552947,0
TSLA.US,60,20220407,160000,350.797,357.407,348.837,357.33,6535821,0
TSLA.US,60,20220407,170000,357.207,358.863,348.6,350.673,7522545,0
TSLA.US,60,20220407,180000,350.667,352.163,342.433,344.343,5387163,0
TSLA.US,60,20220407,190000,344.15,346.367,340.513,342.29,4393194,0
TSLA.US,60,20220407,200000,342.15,349.33,342.093,349.087,5475570,0
TSLA.US,60,20220407,210000,349.087,353.227,346.923,352.737,4606212,0
TSLA.US,60,20220407,220000,352.757,355.32,351.483,352.42,7340250,0
TSLA.US,60,20220408,160000,347.737,349.48,343.37,343.783,4846902,0
TSLA.US,60,20220408,170000,343.81,345.713,340.81,345.203,7407606,0
TSLA.US,60,20220408,180000,345.307,347.393,343.703,344.44,3937473,0
TSLA.US,60,20220408,190000,344.333,348.013,344.2,347.547,3265032,0
TSLA.US,60,20220408,200000,347.55,347.66,343.017,344.077,2895846,0
TSLA.US,60,20220408,210000,344,345.64,343.14,345.117,2326368,0
TSLA.US,60,20220408,220000,345.083,345.823,341.667,341.83,4692081,0
TSLA.US,60,20220411,160000,326.8,333.523,325.333,331.078,5982114,0
TSLA.US,60,20220411,170000,331.087,336.157,328.49,328.617,5613123,0
TSLA.US,60,20220411,180000,328.493,330.83,328.07,328.333,3404403,0
TSLA.US,60,20220411,190000,328.195,329.967,327.373,328.38,2604936,0
TSLA.US,60,20220411,200000,328.333,331.433,328.333,329.483,2766372,0
TSLA.US,60,20220411,210000,329.48,330,326.94,329.227,2642025,0
TSLA.US,60,20220411,220000,329.29,330.458,324.88,325.31,6073428,0
TSLA.US,60,20220412,160000,332.547,339.343,330.467,339.323,6444117,0
TSLA.US,60,20220412,170000,339.33,340.397,331.075,332.373,7536255,0
TSLA.US,60,20220412,180000,332.24,334.59,329.4,332.853,4955889,0
TSLA.US,60,20220412,190000,332.86,333.927,330.5,332.667,3182892,0
TSLA.US,60,20220412,200000,332.58,335.04,330.013,330.133,3721677,0
TSLA.US,60,20220412,210000,330.127,331.427,327.2,327.88,3407634,0
TSLA.US,60,20220412,220000,327.777,329.883,325.533,328.983,6013134,0
TSLA.US,60,20220413,160000,327.025,333,324.366,328.887,4873833,0
TSLA.US,60,20220413,170000,329.083,332.997,328.07,331.235,5098842,0
TSLA.US,60,20220413,180000,331.283,336.637,331.283,335.827,4474695,0
TSLA.US,60,20220413,190000,335.673,339.21,334.363,338.78,2785611,0
TSLA.US,60,20220413,200000,338.847,339.567,336.11,338.067,3358305,0
TSLA.US,60,20220413,210000,338.107,340.167,337.49,339.37,3044868,0
TSLA.US,60,20220413,220000,339.473,342.08,338.463,340.79,6076863,0
TSLA.US,60,20220414,160000,333.097,337.57,330.147,331.737,6268932,0
TSLA.US,60,20220414,170000,331.77,332.592,327.72,328.577,5682840,0
TSLA.US,60,20220414,180000,328.552,330.77,328.214,329.37,2652543,0
TSLA.US,60,20220414,190000,329.247,330.037,327.397,328.227,2431488,0
TSLA.US,60,20220414,200000,328.227,331.93,328.19,331.92,2711853,0
TSLA.US,60,20220414,210000,331.907,332.667,329,329.143,2854278,0
TSLA.US,60,20220414,220000,329.167,330.697,328.025,328.333,6254196,0
TSLA.US,60,20220418,160000,329.677,332,324.47,325.983,5191497,0
TSLA.US,60,20220418,170000,325.793,336.54,324.667,334.513,6598101,0
TSLA.US,60,20220418,180000,334.517,336.003,331.027,333.237,2986101,0
TSLA.US,60,20220418,190000,333.133,333.217,328.503,329.569,2451999,0
TSLA.US,60,20220418,200000,329.57,335.823,329.27,335.333,2901045,0
TSLA.US,60,20220418,210000,335.343,338.307,334.887,336.39,3437784,0
TSLA.US,60,20220418,220000,336.413,337.167,332.277,334.763,4366080,0
TSLA.US,60,20220419,160000,335.02,340.073,331.775,339.78,5543244,0
TSLA.US,60,20220419,170000,339.837,344.007,338.527,343.18,5647407,0
TSLA.US,60,20220419,180000,343.163,344.98,341.763,343.017,2958498,0
TSLA.US,60,20220419,190000,343.053,343.333,341.077,342.117,1902372,0
TSLA.US,60,20220419,200000,342.23,343.157,339.667,342.143,2364204,0
TSLA.US,60,20220419,210000,342.153,342.43,339.26,341.53,2535261,0
TSLA.US,60,20220419,220000,341.463,343.21,340.677,342.717,5278542,0
TSLA.US,60,20220420,160000,343.333,344.667,334.073,334.533,4548750,0
TSLA.US,60,20220420,170000,334.513,335.667,330.457,334.007,7172658,0
TSLA.US,60,20220420,180000,334,334.55,329.129,329.827,3810084,0
TSLA.US,60,20220420,190000,329.833,330.117,326,328.82,4424631,0
TSLA.US,60,20220420,200000,328.8,330.167,327.707,329.438,2911887,0
TSLA.US,60,20220420,210000,329.466,330.433,325.38,325.85,2409807,0
TSLA.US,60,20220420,220000,325.963,328.555,325.083,325.733,5979216,0
TSLA.US,60,20220421,160000,358.243,364.073,353.967,357.507,12437763,0
TSLA.US,60,20220421,170000,357.59,358.897,350.247,352.283,10293294,0
TSLA.US,60,20220421,180000,352.237,352.51,345.357,345.687,6713730,0
TSLA.US,60,20220421,190000,345.867,347.427,343.333,344.523,4999800,0
TSLA.US,60,20220421,200000,344.51,347.167,342.31,342.833,4173210,0
TSLA.US,60,20220421,210000,342.67,342.67,332.674,334.637,6736998,0
TSLA.US,60,20220421,220000,334.693,337.663,332.138,336.26,8243145,0
TSLA.US,60,20220422,160000,338.303,340.75,331.333,340.043,5151480,0
TSLA.US,60,20220422,170000,340.133,344.95,335.86,341.567,7375077,0
TSLA.US,60,20220422,180000,341.51,344.417,337.88,338.36,5098557,0
TSLA.US,60,20220422,190000,338.353,340.557,336.74,337.04,3577278,0
TSLA.US,60,20220422,200000,337.123,338.093,334.1,334.277,3344211,0
TSLA.US,60,20220422,210000,334.22,338.607,333.983,334.95,3630111,0
TSLA.US,60,20220422,220000,334.89,338.633,334.533,335.017,6674034,0
TSLA.US,60,20220425,160000,326.323,332.045,325.1,329.785,5170917,0
TSLA.US,60,20220425,170000,329.767,336.207,328.383,331.45,5782326,0
TSLA.US,60,20220425,180000,331.493,334.523,329.823,330.493,3575862,0
TSLA.US,60,20220425,190000,330.467,334.085,328.713,331.007,3266313,0
TSLA.US,60,20220425,200000,330.89,333.387,329.943,332.17,2235330,0
TSLA.US,60,20220425,210000,332.307,335.598,330.12,330.527,3942720,0
TSLA.US,60,20220425,220000,330.48,333.587,326.333,332.673,8960643,0
TSLA.US,60,20220426,160000,331.81,333.333,313.053,314.47,9250761,0
TSLA.US,60,20220426,170000,314.38,315.667,300.767,301.5,17884623,0
TSLA.US,60,20220426,180000,301.453,303.697,297.776,297.867,10017756,0
TSLA.US,60,20220426,190000,297.957,302.33,297.145,300.8,7635930,0
TSLA.US,60,20220426,200000,300.738,300.792,295.1,295.48,6279126,0
TSLA.US,60,20220426,210000,295.407,299.327,294.183,298.987,6654741,0
TSLA.US,60,20220426,220000,298.997,299.827,291.667,292.14,11586132,0
TSLA.US,60,20220427,160000,299.527,306,297.457,300.413,6968982,0
TSLA.US,60,20220427,170000,300.503,301.667,293.84,298.627,5988726,0
TSLA.US,60,20220427,180000,298.707,303.593,298.637,300.74,4388745,0
TSLA.US,60,20220427,190000,300.74,303.5,299.333,300.863,2927514,0
TSLA.US,60,20220427,200000,300.943,301.227,298.44,300.137,2904759,0
TSLA.US,60,20220427,210000,300.19,300.383,295.052,295.717,3173511,0
TSLA.US,60,20220427,220000,295.617,295.86,292.453,293.837,6695676,0
TSLA.US,60,20220428,160000,299.993,300,276.667,280.667,9121410,0
TSLA.US,60,20220428,170000,280.783,281.633,273.9,279.567,10856454,0
TSLA.US,60,20220428,180000,279.567,282.633,277.367,279.802,6662979,0
TSLA.US,60,20220428,190000,279.59,291.97,278.957,289.612,8568423,0
TSLA.US,60,20220428,200000,289.667,292.867,287.067,292.71,7566513,0
TSLA.US,60,20220428,210000,292.677,298.397,290.167,296.183,8050761,0
TSLA.US,60,20220428,220000,296.17,296.783,291.167,292.503,10240326,0
TSLA.US,60,20220429,160000,300.75,311.123,296.697,310.966,7960113,0
TSLA.US,60,20220429,170000,310.914,311.467,300.34,302.833,9013962,0
TSLA.US,60,20220429,180000,302.8,306.333,301,303.722,4590378,0
TSLA.US,60,20220429,190000,303.757,303.81,297.74,298.663,4275303,0
TSLA.US,60,20220429,200000,298.649,301.933,297.277,297.287,3288636,0
TSLA.US,60,20220429,210000,297.293,297.603,292.583,294.578,4115202,0
TSLA.US,60,20220429,220000,294.527,295.627,290,290.253,8521338,0
TSLA.US,60,20220502,160000,286.923,294.5,282.803,292.303,5262993,0
TSLA.US,60,20220502,170000,292.033,298.333,288.593,292.07,6243810,0
TSLA.US,60,20220502,180000,292.07,293.877,289.833,292.51,4017405,0
TSLA.US,60,20220502,190000,292.552,293.667,288.18,288.529,3335247,0
TSLA.US,60,20220502,200000,288.613,289.3,286.17,289.167,3335472,0
TSLA.US,60,20220502,210000,289.085,291.863,286.533,290.333,4418937,0
TSLA.US,60,20220502,220000,290.567,302.12,290.273,300.98,9888075,0
TSLA.US,60,20220503,160000,301.06,307.067,296.197,307.006,5949987,0
TSLA.US,60,20220503,170000,307.102,308.027,300.393,302.537,7185834,0
TSLA.US,60,20220503,180000,302.73,305.827,301.717,304.52,4321302,0
TSLA.US,60,20220503,190000,304.693,306.157,301.02,302.333,3292899,0
TSLA.US,60,20220503,200000,302.467,306.875,302.277,305.35,3325653,0
TSLA.US,60,20220503,210000,305.27,305.517,300.02,303.007,4100301,0
TSLA.US,60,20220503,220000,303.143,303.697,300.167,303.083,5669097,0
TSLA.US,60,20220504,160000,301.313,305.353,299.747,299.99,3622839,0
TSLA.US,60,20220504,170000,299.827,300.163,295.093,295.593,5674839,0
TSLA.US,60,20220504,180000,295.6,299.843,295.25,298.887,3637953,0
TSLA.US,60,20220504,190000,299.04,304.95,297.947,304.778,4456056,0
TSLA.US,60,20220504,200000,304.798,306.89,303.5,306.013,3865539,0
TSLA.US,60,20220504,210000,305.827,309.333,297.747,308.76,9352230,0
TSLA.US,60,20220504,220000,308.633,318.5,308.437,317.54,15339534,0
TSLA.US,60,20220505,160000,313.07,315.2,306.507,307.98,4831824,0
TSLA.US,60,20220505,170000,308.038,308.038,296.883,299.67,8842017,0
TSLA.US,60,20220505,180000,299.58,299.8,292.34,292.667,7449675,0
TSLA.US,60,20220505,190000,292.503,295.947,291.233,293.982,5701332,0
